0;1;2;3;4;5
TN0008000747;BTA 7,2% Mai 2027;10;0,010;9;9,800
TNFC8O7A98F4;EMP NAT 2024 T3 CB TF;5 314;0,550;148;9,840
TN0008000812;BTA 7,5% 13/12/2028;534;0,550;21;8,250
TN0008000812;BTA 7,5% 13/12/2028;243;0,250;21;8,250
TN0008000812;BTA 7,5% 13/12/2028;272;0,280;21;8,250
TN0008000812;BTA 7,5% 13/12/2028;1 067;1,000;10;9,230
