0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35
;N0008000838;;;EMP NAT T1 2021 CB;;;-;;;;;;-;;;0 000;;;;;;8 676,292;;;,80%;;;8,80%;;;,80%;;;18/06/2025;
TN0008000895;"EMPRUNT NATIONAL 2021T2 CB";-;1;-;50 000;-;5 211 200;9%;9%;9%;-;;;;;;;;;;;;;;;;;;;;;;;;
