0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;Date;;;Code ISIN;;;Libellé;;;Nombre;;;Nombre;;;Montant;;;Prix;;;TMP;;;;;;;
;;;;;;;;;;d'Opérations;;;de Titres;;;(mDT);;;Plus Bas;;;Plus Haut;;;PMP;;;;
05/03/2025;TNPSL0PEJVO7;EMP NAT 2022 T1 CA TF;1;159 786;1 733,464;10,849;10,849;10,849;-;;;;;;;;;;;;;;;;;;;;
05/03/2025;TNYZO6UGUZ33;EMP NAT 2021 T3 CB TF;1;3 233;331,640;102,580;102,580;102,580;-;;;;;;;;;;;;;;;;;;;;
05/03/2025;TNZBXQU5RZ91;EMP NAT 2021 T3 CA TF;1;136 850;1 403,402;10,255;10,255;10,255;-;;;;;;;;;;;;;;;;;;;;
