0;1;2;3;4;5;6;7;8;9;10;11
;SIN;;;Libellé;;;Type;;;Montant (MDT);
TN0001800457;BIAT (AA);Dividende;244,69;;;;;;;;
TN0001900604;BH (AA);Dividende;19,03;;;;;;;;
