0;1;2;3;4;5;6;7;8;9;10;11
;ISIN;;;CFI;;;Libellé;;;ENCOURS (MDT);
TNPKPPDE1295;DYZTXR;BTCT 52 semaines 05052026;110,00;;;;;;;;
