0;1;2;3;4;5
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;19 411;2,000;10;8,910
"TNPDPODY2398";EMP NAT 2024 T3 CC TF;55 000;5,500;28;9,500
"TNPDPODY2398";EMP NAT 2024 T3 CC TF;65 000;6,500;28;9,500
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;2 537;0,261;6;7,410
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;9 706;1,000;17;8,910
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;77 644;8,000;31;8,910
TN0008000739;BTA 7,4% Fevrier 2030;62 048;56,999;94;8,500
TN0008000739;BTA 7,4% Fevrier 2030;15 254;13,999;28;8,500
TN0008000747;BTA 7,2% Mai 2027;5 912;6,000;31;8,910
