0;1;2;3;4;5;6;7;8;9;10;11
;ISIN;;;CFI;;;Libellé;;;ENCOURS (MDT);
TN3TDNYC24V7;DYZTXR;BTCT 26 semaines 25082025;60,00;;;;;;;;
