0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;Date;;;Code ISIN;;;Libellé;;;Nombre;;;Nombre;;;Montant;;;Prix;;;TMP;;;;;;;
;;;;;;;;;;d'Opérations;;;de Titres;;;(mDT);;;Plus Bas;;;Plus Haut;;;PMP;;;;
16/05/2025;TN2781ZB9E10;EMP NAT 2024 T1 CB TV;1;160 000;16 373,731;102,336;102,336;102,336;-;;;;;;;;;;;;;;;;;;;;
16/05/2025;TN7PM93UZP50;EMP NAT 2022 T4 CB TV;1;2 000;209,797;104,898;104,898;104,898;-;;;;;;;;;;;;;;;;;;;;
16/05/2025;TNMCPXLL1EE2;EMP NAT 2023 T4 CB TV;1;70 000;7 293,570;104,194;104,194;104,194;-;;;;;;;;;;;;;;;;;;;;
16/05/2025;TNQCK0BPZ5A4;EMP NAT 2022 T2 CA TV;1;1 000;10,918;10,918;10,918;10,918;-;;;;;;;;;;;;;;;;;;;;
16/05/2025;TNRS9CVT3SJ7;EMP NAT 2023 T3 CB TV;1;80 000;8 513,880;106,423;106,423;106,423;-;;;;;;;;;;;;;;;;;;;;
16/05/2025;TNZBXQU5RZ91;EMP NAT 2021 T3 CA TF;1;860;8,967;10,427;10,427;10,427;-;;;;;;;;;;;;;;;;;;;;
