0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
;;ISIN;;;;CFI;;;;Libellé;;;;ENCOURS (MDT);;
;;;;;;;;;;;;;;;;
;TNH7HFOU5LW6;;DYZTXR;;BTCT 26 semaines 11082025;;30,00;;;;;;;;;
