0;1;2;3;4;5;6;7;8;9;10;11
;SIN;;;Libellé;;;Type;;;Montant (MDT);
TNI5BPOGW9F1;BTA 9,89% 13 Juin 2033;Paiement de coupons;62,14;;;;;;;;
TNN0SOORH1F1;BTA 8,25% juin 2031;Paiement de coupons;10,17;;;;;;;;
