0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;ISIN;;;Libellé;;;Nombre d';;;Nombre de;;;Montant;;;Prix;;;Courbe des;;;;;;;;;;
;;;;;;;Opérations;;;Titres;;;(mDT);;;Plus Bas;;;Plus Haut;;;PMP;;;TMP %;;;Taux %;
TN0008000622;BTA 6,3% Mars 2026;3;160;160,77;98,62;98,62;98,62;8,32;8,51;;;;;;;;;;;;;;;;;;;;
TN0008000655;BTA 6,6% Mars 2027;2;1 400;1 368,01;96,16;96,16;96,16;9,03;9,13;;;;;;;;;;;;;;;;;;;;
TN0008000663;BTA 7,5% Juillet 2032;2;4;3,87;89,53;89,53;89,53;9,60;9,60;;;;;;;;;;;;;;;;;;;;
TN0008000721;BTA 7,2% Fevrier 2027;3;3 886;3 887,27;97,35;97,35;97,35;8,97;9,08;;;;;;;;;;;;;;;;;;;;
TN0008000739;BTA 7,4% Fevrier 2030;8;106 990;101 957,66;92,60;95,30;94,49;9,42;9,57;;;;;;;;;;;;;;;;;;;;
TN0008000747;BTA 7,2% Mai 2027;2;7 226;7 061,80;96,84;96,84;96,84;9,08;9,18;;;;;;;;;;;;;;;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;2;46;45,23;94,29;94,29;94,29;9,48;9,49;;;;;;;;;;;;;;;;;;;;
