0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
;Date;;;Code ISIN;;;Libellé;;;Nombre;;;Nombre;;;Montant;;;Prix;;;TMP;
;;;;;;;d'Opératio;;de Titres;de Titres;(mDT);(mDT);Plus Bas;Plus Bas;Plus Haut;Plus Haut;PMP;PMP;;;;;
;;;s;;;;;;;;;;;;;;;;;;;;
"27/02/2025";TN0008000747;BTA 7,2% Mai 2027;1;60;60,654;101,091;101,091;101,091;-;;;;;;;;;;;;;;
"27/02/2025";TN6DQ00JBLT7;EMP NAT 2023 T1 CA TF;1;18 451;185,003;10,027;10,027;10,027;-;;;;;;;;;;;;;;
"27/02/2025";TNOAYHSVTHY1;EMP NAT 2022 T4 CA TF;1;2 555;24,167;9,459;9,459;9,459;-;;;;;;;;;;;;;;
