ISIN;Libellé;Nombre de Titres;Montant;Echéance;Taux
TN7PM93UZP50;EMP NAT 2022 T4 CB TV;60 000;6,000;134;10,490
TNRS9CVT3SJ7;EMP NAT 2023 T3 CB TV;2 000;0,200;12;9,250
TN0008000606;BTA 6,7% Avril 2028;985;1,000;4;8,500
TN0008000762;BTA 8% Novembre 2030;43 540;45,711;32;8,550
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;53 200;5,320;15;8,600
TN2781ZB9E10;EMP NAT 2024 T1 CB TV;50 000;5,000;14;8,600
TNX0K9990B08;EMP NAT 2024 T2 CB TF;19 580;2,000;11;8,500
TNX0K9990B08;EMP NAT 2024 T2 CB TF;101 366;10,354;11;8,500
TN2781ZB9E10;EMP NAT 2024 T1 CB TV;20 000;2,000;11;8,600
TNMCPXLL1EE2;EMP NAT 2023 T4 CB TV;15 500;1,550;8;8,600
TNX0K9990B08;EMP NAT 2024 T2 CB TF;14 685;1,500;11;8,500
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;6 500;0,650;34;8,150
TNX0K9990B08;EMP NAT 2024 T2 CB TF;69 509;7,100;32;8,500
TN0008000838;EMP NAT T1 2021 CB;27 700;3,000;1;7,500
TN0008000895;EMPRUNT NATIONAL 2021 T2 CB;18 700;2,000;1;7,500
TN0008000812;BTA 7,5% 13/12/2028;1 017;1,000;11;8,230
TN0008000812;BTA 7,5% 13/12/2028;1 855;2,000;29;7,750
